uuid,nomSociete,evaluation,capitalDetenu,nombreParts,commentaire,remuneration,clean_name,GICS Sector,GICS Sub-Industry
91598df5-83e1-406a-9c12-09bc55dbe404,Johnson & Johsnon,75000,0,500.0,ceci est le reliquat de stock options partie prenante de mon bonus lorsque j'étais salariée du groupe Johnson & Johnson de 1998 à janv 2014,aucune rémunération,JOHNSON & JOHSNON,,
91598df5-83e1-406a-9c12-09bc55dbe404,VOXX,16445,51,51.0,1er exercice clot le 31/12/19. Résultats positifs mais pas de distribution,0,VOXX,,
91598df5-83e1-406a-9c12-09bc55dbe404,ASCEND,5400,50,5400.0,,0,ASCEND,,
cf98e872-fbab-42a5-9867-ca2190b271da,CETC,26600,100,100.0,,0,CETC,,
6791206d-ee3d-44e1-9eea-46c5dab3adc0,Adam transit,15000,50,50.0,Création 2013 Capital : 30000€ Aucune distribution de dividende à ce jour 5 salariés à ce jour,Aucune distribution de dividende à ce jour,ADAM TRANSIT,,
bf1cd31c-7fb4-4750-b3c1-1cc10233f47f,Happy Blue Fish,115,0,10.0,,0,HAPPY BLUE FISH,,
bf1cd31c-7fb4-4750-b3c1-1cc10233f47f,BKER,1500,3,1500.0,,0,BKER,,
304b8fbe-657c-4139-b20a-95d2b95df332,ATOUT OPPORTUNITE FCP,9865,35,909.0,"SICAV ET FCP 
        [Données non publiées]
    ",-384.40,ATOUT OPPORTUNITE FCP,,
1320a853-eedb-44b5-95d3-493854f955f1,MAJE SOLUTION,2000,,100.0,Aucune Activité,Aucun revenu depuis 2014,MAJE SOLUTION,,
5ae03be0-7732-4d1c-8145-e296a2551734,Concept Services sarl,84118,50,552.0,Gérant TNS pour l'année 2020,1333 € net mensuel,CONCEPT SERVICES,,
c53be91a-9298-48a6-bdf1-7279324633a0,aniel-poyel,100,10,100.0,,0,ANIEL POYEL,,
c53be91a-9298-48a6-bdf1-7279324633a0,dronescape,40000,25,100.0,,0,DRONESCAPE,,
53f5d812-c069-4e47-bbd4-c4ed6c3056d1,Andamilauci,160500,4,9147.0,,9147,ANDAMILAUCI,,
53f5d812-c069-4e47-bbd4-c4ed6c3056d1,JML INVEST,11950,11,1051.0,,0,JML INVEST,,
53f5d812-c069-4e47-bbd4-c4ed6c3056d1,Les 4 C,5000,50,4000.0,,0,LES 4 C,,
53f5d812-c069-4e47-bbd4-c4ed6c3056d1,capgemini,190,,8.0,pea,0,CAPGEMINI,,
53f5d812-c069-4e47-bbd4-c4ed6c3056d1,la française des jeux,45,,120.0,pea,0,LA FRANCAISE DES JEUX,,
53f5d812-c069-4e47-bbd4-c4ed6c3056d1,teleperformance,360,,4.0,pea,0,TELEPERFORMANCE,,
af0639bd-4365-4fac-b8cb-56defc67d228,SA HLM RURALE DE L'EURE,20,0,100.0,Aucune rémunération ni dividende n'est versée dans le cadre de la SA HLM Rurale de l'Eure,0,SA HLM RURALE DE L EURE,,
fe2180bd-5f4b-43e5-97f3-406af1a01324,SARL LES CHEVALIERS DE LA GRAVE,7600,76,760.0,,0 €,SARL LES CHEVALIERS DE LA GRAVE,,
36e95661-2106-4628-8cd1-4dccbf1870fa,La Nouvelle,235576,12,27651.0,,0,LA NOUVELLE,,
a0b648a0-4770-4189-9878-653d4b8cf980,SARL l'Onda,500,25,25.0,Déficit,00,SARL L ONDA,,
a0b648a0-4770-4189-9878-653d4b8cf980,STRAT IN CONSULTANTS,16000,100,100.0,rémunération perçue en 2019,140000 € net,STRAT IN CONSULTANTS,,
a0b648a0-4770-4189-9878-653d4b8cf980,PEA actions BRED,395,,38.0,,00,PEA ACTIONS BRED,,
a0b648a0-4770-4189-9878-653d4b8cf980,PEA actions ORANGE,64,,6.0,,00,PEA ACTIONS ORANGE,,
a0b648a0-4770-4189-9878-653d4b8cf980,PEA actions ENGIE,696,,74.0,,00,PEA ACTIONS ENGIE,,
3496a04c-b003-4817-8c49-63ab224c2037,AIR LIQUIDE,21483,0,182.0,,0,AIR LIQUIDE,,
3496a04c-b003-4817-8c49-63ab224c2037,BNP,4908,0,113.0,,0,BNP,,
3496a04c-b003-4817-8c49-63ab224c2037,CASINO GUICHARD PERRACHON,1599,0,200.0,,0,CASINO GUICHARD PERRACHON,,
3496a04c-b003-4817-8c49-63ab224c2037,CREDIT AGRICOLE SA,4216,0,500.0,,0,CREDIT AGRICOLE,,
3496a04c-b003-4817-8c49-63ab224c2037,DANONE SA,10156,0,213.0,,0,DANONE,,
3496a04c-b003-4817-8c49-63ab224c2037,ELIOR GROUP,939,0,500.0,,0,ELIOR GROUP,,
3496a04c-b003-4817-8c49-63ab224c2037,ERAMET,5868,0,90.0,,0,ERAMET,,
3496a04c-b003-4817-8c49-63ab224c2037,ESSILORLUXOTTICA SA,7527,0,50.0,,0,ESSILORLUXOTTICA,,
3496a04c-b003-4817-8c49-63ab224c2037,EUROAPI,176,0,10.0,,0,EUROAPI,,
3496a04c-b003-4817-8c49-63ab224c2037,FNAC DARTY,2891,0,98.0,,0,FNAC DARTY,,
3496a04c-b003-4817-8c49-63ab224c2037,GAZ TRANSPORT ET TECHNIGAZ,8960,0,80.0,,0,GAZ TRANSPORT ET TECHNIGAZ,,
3496a04c-b003-4817-8c49-63ab224c2037,HERMES INTERNATIONAL,31362,0,25.0,,0,HERMES INTERNATIONAL,,
3496a04c-b003-4817-8c49-63ab224c2037,KERING SA,13296,0,30.0,,0,KERING,,
3496a04c-b003-4817-8c49-63ab224c2037,ORANGE,3707,0,400.0,,0,ORANGE,,
3496a04c-b003-4817-8c49-63ab224c2037,PERNOD RICARD SA,24960,0,143.0,,0,PERNOD RICARD,,
3496a04c-b003-4817-8c49-63ab224c2037,RENAULT SA,4000,0,130.0,,0,RENAULT,,
3496a04c-b003-4817-8c49-63ab224c2037,REXEL SA,8665,0,520.0,,0,REXEL,,
3496a04c-b003-4817-8c49-63ab224c2037,SANOFI SA,19495,0,240.0,,0,SANOFI,,
3496a04c-b003-4817-8c49-63ab224c2037,SCHNEIDER ELECTRIC SE,9856,0,80.0,,0,SCHNEIDER ELECTRIC,,
3496a04c-b003-4817-8c49-63ab224c2037,SEB SA,3989,0,66.0,,0,SEB,,
3496a04c-b003-4817-8c49-63ab224c2037,SOCIETE GENERALE,1323,0,60.0,,0,SOCIETE GENERALE,,
3496a04c-b003-4817-8c49-63ab224c2037,THALES SA,11325,0,100.0,,0,THALES,,
3496a04c-b003-4817-8c49-63ab224c2037,TOTALENERGIES SE,21699,0,423.0,,0,TOTALENERGIES,,
3496a04c-b003-4817-8c49-63ab224c2037,VALEO,1296,0,80.0,,0,VALEO,,
3496a04c-b003-4817-8c49-63ab224c2037,VALLOUREC,494,0,50.0,,0,VALLOUREC,,
3496a04c-b003-4817-8c49-63ab224c2037,VINCI SA,8643,0,103.0,,0,VINCI,,
3496a04c-b003-4817-8c49-63ab224c2037,WORLDLINE,5650,0,132.0,,0,WORLDLINE,,
3496a04c-b003-4817-8c49-63ab224c2037,TECHNIP ENERGIES N.V.,998,0,80.0,,0,TECHNIP ENERGIES N V,,
8e785cef-76d6-492e-ac44-1d7b561cc3f4,SARL SAMALENS MARC,0,50,250.0,"
        [Données non publiées]
    ",0,SARL SAMALENS MARC,,
23a024dd-21a6-46b6-89e2-1ec6f9ab2d71,Banque Populaire,80,,6.0,,1,BANQUE POPULAIRE,,
e915b772-4928-42f3-a96e-a6ffae8394a0,Vivendi,36449,,1520.0,,Dividendes 2020 : 638€,VIVENDI,,
e915b772-4928-42f3-a96e-a6ffae8394a0,Altice,3536,,711.0,,pas de rémunération car PEE,ALTICE,,
e915b772-4928-42f3-a96e-a6ffae8394a0,Vivendi Epargne,1773,,142.0,,Pas de rémunération car PEE,VIVENDI EPARGNE,,
ffed42f6-b94c-4219-a4ac-e67848098443,sas rouge raisin,100000,50,50.0,dividendes possibles en fonction du résultat,17500,SAS ROUGE RAISIN,,
f89dc370-1679-4161-8cfe-00ca608f6e2e,SARL SOLUTEC,10769,21,70.0,,néant,SARL SOLUTEC,,
cb7b6b79-eb50-4603-af86-1dd4490dca6e,SARL 2C,3750,50,1000.0,,NEANT,SARL 2C,,
17f9b496-5244-4ac1-9ee4-9c8fe62c4bff,SA Imprimerie Péré,40000,21,528.0,,0,SA IMPRIMERIE PERE,,
17f9b496-5244-4ac1-9ee4-9c8fe62c4bff,SARL Amélie,80000,50,250.0,,0,SARL AMELIE,,
17f9b496-5244-4ac1-9ee4-9c8fe62c4bff,SARL Isis,50000,50,2005.0,,0,SARL ISIS,,
17f9b496-5244-4ac1-9ee4-9c8fe62c4bff,SA SDD 65,150,1,1.0,,0,SA SDD 65,,
17f9b496-5244-4ac1-9ee4-9c8fe62c4bff,La maison de Lalou,160000,50,50.0,,0,LA MAISON DE LALOU,,
46e63284-3037-44f9-bdb3-50d709a9e119,Cabinet Francis Szpiner,0,,0.0,"
        [Données non publiées]
    ",0,CABINET FRANCIS SZPINER,,
577da8ca-21a1-4eca-bfd6-082b38b5b7c0,Aucune,0,0,0.0,,0,AUCUNE,,
7900eb23-e189-447a-add5-ca6abc7601a2,PLURIEL ATLANTIQUE,9059,,117.0,,1171 €,PLURIEL ATLANTIQUE,,
7900eb23-e189-447a-add5-ca6abc7601a2,Nouvelles Parts Sociales B,8094,,8094.0,,250 €,NOUVELLES PARTS SOCIALES B,,
7900eb23-e189-447a-add5-ca6abc7601a2,Innovation Pluriel,10248,,117.0,,3 512 €,INNOVATION PLURIEL,,
7900eb23-e189-447a-add5-ca6abc7601a2,AIS Schelcher Equity Convictions,7848,,166.0,,0 €,AIS SCHELCHER EQUITY CONVICTIONS,,
a6c2000c-4581-497e-9b96-cd88c1a861ba,PC Immo,5000,60,60.0,,0,PC IMMO,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,NATIXIS,645,,336.0,,0,NATIXIS,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,SAFRAN PROV. ECHANGE,22376,,265.0,,0,SAFRAN PROV ECHANGE,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,TOTAL SE,2920,,100.0,,0,TOTAL,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,SANOFI,1706,,20.0,,0,SANOFI,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,RENAULT,887,,40.0,,0,RENAULT,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,ENGIE,274,,24.0,,0,ENGIE,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,FDJ,1602,,51.0,,0,FDJ,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,AIRBUS,8689,,140.0,,0,AIRBUS,,
92ced6e9-7d8a-444c-9f82-40565a91dc57,SLE VAUCLUSE,13500,,675.0,,0,SLE VAUCLUSE,,
8c5a4499-2260-4af5-b41d-8c048962e57c,REXEL,426,,20.0,,0,REXEL,,
8c5a4499-2260-4af5-b41d-8c048962e57c,AIRBUS,1985,,15.0,,0,AIRBUS,,
8c5a4499-2260-4af5-b41d-8c048962e57c,ENGIE,639,,44.0,,0,ENGIE,,
8c5a4499-2260-4af5-b41d-8c048962e57c,AMUNDI,418,,6.0,,0,AMUNDI,,
3dd8adcd-e353-421b-8ac3-0ac2f0724029,SAS MELINE,1000,50,500.0,Nous avons lancé notre SAS Méline en janvier 2020 et nous ne nous sommes pas versés de rémunération.,0,SAS MELINE,,
aefb10dc-ea33-4760-ae23-ae097b175bd5,EURL LIME,5000,100,1.0,,0,EURL LIME,,
03474039-7609-4a32-952c-247ee6ac24a4,SCIC La Maison pour Tous,0,,1.0,"En tant qu'élu au CA de cette SCIC dans le logement social, j'ai une part sociale symbolique dans cette société coopérative (ex OPH 39). Je n'en connais pas la valeur. Elle m'a été attribuée lors de ma nomination (via ma fonction départementale).",0,SCIC LA MAISON POUR TOUS,,
5641f9a2-0d8a-41fd-a332-de7bd656c902,SPIE,36265,0,2634.0,"
        [Données non publiées]
    ",0,SPIE,,
2aa42814-8a39-4bd4-af49-e0c43e58d994,SCPI,82467,1,315.0,"
        [Données non publiées]
    ",0,SCPI,,
e768bae1-5913-4bdc-97e9-74a5eb9db1eb,IB2 SAS,1698364,1,2944.0,"
        [Données non publiées]
     
        [Données non publiées]
    ",0,IB2,,
e768bae1-5913-4bdc-97e9-74a5eb9db1eb,Enodo Games SAS,0,2,2000.0,"
        [Données non publiées]
    ",0,ENODO GAMES,,
e768bae1-5913-4bdc-97e9-74a5eb9db1eb,SIGFOX SA,0,0,700.0,"
        [Données non publiées]
    ",0,SIGFOX,,
e768bae1-5913-4bdc-97e9-74a5eb9db1eb,CAL-I SAS,66621,100,40000.0,"
        [Données non publiées]
    
        [Données non publiées]
    ",25000,CAL I,,
11d1f5d5-4360-443f-a9f8-abfed248622d,La Venta,20000,100,100.0,,2023 : 110.000 euros2022 : 110.000 euros2021 : 42.000 euros2020 : 42.000 euros,LA VENTA,,
49b24fdb-d69e-4bdc-82f6-421618a1b70a,EURL AT CONSEIL,500,100,500.0,,0,EURL AT CONSEIL,,
00ce51d1-8f1f-4538-b0ce-d0f0d11ca12f,SOFINEIS,1000,0,10.0,,0,SOFINEIS,,
3bdc8943-5989-46a9-8429-7f8c926c57e2,MAJE SOLUTION,2000,,100.0,Aucune Activité,Aucun revenu depuis 2014,MAJE SOLUTION,,
883ce04b-8652-4d26-aa3c-3f41ee41a9ba,SAS le 396,4800,48,48.0,"
        [Données non publiées]
    ",0,SAS LE 396,,
8eef55c9-ad75-4707-a063-e890624b85b7,HT CO,192,,1.0,,0,HT CO,,
ca4607a3-e990-43ed-9ce5-92d8ecf11054,SPFPLA ATLANTIC JURIS VENDEE ANJOU,4351,33,50.0,uniquement des dividendes lorsque le résultat le permet.,pas de rémunération en tant que gérant à ce jour. Pour l'année 2020 une rémunération annuelle de 1500 € a été envisagée selon le résultat - elle n'a pas été versée.,SPFPLA ATLANTIC JURIS VENDEE ANJOU,,
ca4607a3-e990-43ed-9ce5-92d8ecf11054,CREDIT AGRICOLE,153,2,102.0,Je disposais d'un PEA que j'ai soldé en 2020 pour l'affecter le montant vers un PLAN EPARGNE RETRAITE ASSURANCE et PLAN VERT VITALITE,AUCUNE,CREDIT AGRICOLE,,
0726ac6b-b197-4a6c-b011-e9ef9b454208,CORUM,3000,,3.0,,113€,CORUM,,
0726ac6b-b197-4a6c-b011-e9ef9b454208,Arkadian,490,49,490.0,,0,ARKADIAN,,
0726ac6b-b197-4a6c-b011-e9ef9b454208,Merile,1000,100,1000.0,,rémunération de mandat uniquement (section 3),MERILE,,
0726ac6b-b197-4a6c-b011-e9ef9b454208,Kabestan,68000,100,100.0,,0,KABESTAN,,
fcf06bae-4356-4546-8602-263995cb8ffa,AIR FRANCE KLM,42,,3.0,J'ai peut-être reçu quelques dividendes mais les sommes sont insignifiantes,0,AIR FRANCE KLM,,
fcf06bae-4356-4546-8602-263995cb8ffa,AIRBUS,1074,,61.0,Il se peut que j'ai perçu quelques dividendes mis je n'ai pas gardé les montants et ils étaient très peu élevés,0,AIRBUS,,
fcf06bae-4356-4546-8602-263995cb8ffa,FNAC DARTY,20,,1.0,Il se peut que j'ai perçu quelques dividendes mais je n'en ai pas gardé trace et les montants étaient très faibles,0,FNAC DARTY,,
fcf06bae-4356-4546-8602-263995cb8ffa,kering,3042,,14.0,"IL se peut que j'ai perçu quelques dividendes, mais je n'en ai pas gardé trace, et les montants étaient très faibles",0,KERING,,
fcf06bae-4356-4546-8602-263995cb8ffa,ORANGE,3254,,60.0,"IL se peut que j'ai perçu quelques dividendes, mais je n'en ai pas gardé trace, et les montants étaient très faibles",0,ORANGE,,
fcf06bae-4356-4546-8602-263995cb8ffa,PUMA,412,,10.0,"IL se peut que j'ai perçu quelques dividendes, mais je n'en ai pas gardé trace, et les montants étaient très faibles",0,PUMA,,
fcf06bae-4356-4546-8602-263995cb8ffa,BIO SANTE,2050,,2.0,,0,BIO SANTE,,
fcf06bae-4356-4546-8602-263995cb8ffa,C0NNECT INOVATION,3075,,3.0,,0,C0NNECT INOVATION,,
1a077420-ab4f-4cd8-9632-c45c11130c35,Corum Butler SAS,1000000,0,71570.0,"Capital détenu : 0,476% du capital","En 2020, dividende de 154 529 euros bruts, soit 108 170 euros nets de charges sociales et d'impôts (au taux de 30%).",CORUM BUTLER,,
1a077420-ab4f-4cd8-9632-c45c11130c35,Al Louarn Conseil SASU,55000,100,1000.0,"
        [Données non publiées]
    ",0,AL LOUARN CONSEIL,,
b433e97b-1103-4875-b184-b182cdb4bba2,Bred,3553,3553,336.0,Ce sont des parts de sociétaire non citées en bourse.,44 euros,BRED,,
8bef1e4d-c68d-4b92-b8e1-9379ccdb3387,Arkema,180,,2.0,,"3,13 euros",ARKEMA,,
8bef1e4d-c68d-4b92-b8e1-9379ccdb3387,AXA,5955,,337.0,,"172,25",AXA,,
8bef1e4d-c68d-4b92-b8e1-9379ccdb3387,SANOFI,1306,,15.0,,"33,12",SANOFI,,
8bef1e4d-c68d-4b92-b8e1-9379ccdb3387,CHUBB,111505,,1063.0,Complément de rémunération émanant de mon employeur et placé par ses soins sur un compte aux USA,"824 au titre de 2019, réinvesti en actions",CHUBB,,
8bef1e4d-c68d-4b92-b8e1-9379ccdb3387,ASIE COTE D'OR,80000,12,700.0,,néant,ASIE COTE D OR,,
e1b098e8-8dfd-4bcd-b906-06bb36c49256,SARL ROULLE OLIVEIRA,220000,50,50.0,pour l'année 2022,48000,SARL ROULLE OLIVEIRA,,
e1b098e8-8dfd-4bcd-b906-06bb36c49256,BS PROMOTION,50000,50,500.0,500 actions de 100€ chacune Achat d'une maison de 280 000€ qui est à la vente actuellement,0,BS PROMOTION,,
e4e44653-1e54-4906-ac12-3f9cbec3750e,Nokia,9700,,2303.0,Actions,0,NOKIA,,
e4e44653-1e54-4906-ac12-3f9cbec3750e,Safran,14700,,178.0,,0,SAFRAN,,
e4e44653-1e54-4906-ac12-3f9cbec3750e,Thales,53700,,790.0,,0,THALES,,
726008e7-f75f-4ed6-b5d3-9cf702c43c5b,Air Liquide,186000,0,1400.0,,3200 euros de dividendes,AIR LIQUIDE,,
726008e7-f75f-4ed6-b5d3-9cf702c43c5b,Airbus,13600,0,200.0,,150 euros de dividendes,AIRBUS,,
726008e7-f75f-4ed6-b5d3-9cf702c43c5b,Dassault Aviation,12000,0,15.0,,140 euros de dividendes,DASSAULT AVIATION,,
726008e7-f75f-4ed6-b5d3-9cf702c43c5b,LVMH,21000,0,50.0,,350 euros de dividendes,LVMH,,
726008e7-f75f-4ed6-b5d3-9cf702c43c5b,TOTAL,27000,0,1000.0,,840 euros de dividendes,TOTAL,,
1d171134-72a7-4fda-ace9-b5653750d526,Presse Entreprises Formation et Conseil,8000,100,32.0,,0,PRESSE ENTREPRISES FORMATION ET CONSEIL,,
dc676c86-8250-49fa-8c0d-da419e05955f,LBPAM RESPONS ACT ENVIRONNEMENT,20,0,1.0,2011,",95",LBPAM RESPONS ACT ENVIRONNEMENT,,
2ff091a4-2f46-47e1-823d-a38cac292dc8,CPC & Associés,750000,50,5000.0,"pas de distribution de dividendes, seulement des rémunérations",356750 euros en 2019,CPC & ASSOCIES,,
2ff091a4-2f46-47e1-823d-a38cac292dc8,A32J Holding,142802,100,1000.0,"- évaluation résultant d'un traité d'apport en date du 8 décembre 2014 réalisé par le commissaire aux apports - il s'agit d'une société holding patrimoniale détenant des participations minoritaires, ou égalitaire, dans d'autres sociétés commerciales",aucune - des dépréciations sur la valeurs des titres de participations seront effectuées en 2020 en raison de la diminution de valeur de certains titres,A32J HOLDING,,
abdd02e7-683d-4c63-bda6-373e9dbfec1e,CREDIT MUTUEL ARKEA,12415,,1242.0,1 PART SOCIALE A POUR 15€ 1240 PARTS SOCIALES B POUR 12400€ DANS LE CADRE D'UN PEA,ANNEE 2019 1€,CREDIT MUTUEL ARKEA,,
ada2fe81-9d7c-4b9b-bbb8-f4b3cf6bbfbf,Editions du Croquant,180,,9.0,"
        [Données non publiées]
    ",0,EDITIONS DU CROQUANT,,
ccc89777-92d7-4645-a350-b57ec5d9db7c,Société coopérative Plaine énergie citoyenne (Saint denis),1000,2,20.0,,0,SOCIETE COOPERATIVE PLAINE ENERGIE CITOYENNE SAINT DENIS,,
dc61f049-4af3-4569-9a91-31ec13711744,ESTIMEO,728000,29,14000.0,L'évaluation financière se base sur la dernière levée de fonds. Mais il s'agit d'une startup dont l'évaluation est très fluctuante et lié à la demande.,indemnité en tant que mandataire,ESTIMEO,,
cf9b684b-e672-4f92-af28-c23b399b9cea,HOLDING MOUTON,200225,35,40.0,Holding crée le 4 avril 2022,0,HOLDING MOUTON,,
9c8d84f8-b28e-4b24-b35e-c9dae786266a,SELARL LEGIPOLIS AVOCATS,3000,20,3000.0,,0,SELARL LEGIPOLIS AVOCATS,,
c85fb225-a8bb-49cc-862d-ddb180b9d5ea,Quantum genomics,2193,,831.0,,0,QUANTUM GENOMICS,,
c85fb225-a8bb-49cc-862d-ddb180b9d5ea,Genfit,204,,52.0,,0,GENFIT,,
88acea0a-212d-48da-8b2a-0d22aa4c420e,SASU ROLLON,362000,100,100.0,,0,SASU ROLLON,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,GROUPE PEROTTINO,6233956,99,5337900.0,IL S'AGIT DES CAPITAUX PROPRES AU 31/12/2020,rémunération 2021 52032,GROUPE PEROTTINO,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,SARL PEROTTINO IMMOBILIER,816040,44,100.0,SITUATION NETTE AU 31/12/2020,0,SARL PEROTTINO IMMOBILIER,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,SARL LES OLIVIERS,69775,49,100.0,SITUATION NETTE AU 31/12/2020,0,SARL LES OLIVIERS,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,SARL LES RESIDENCES COTE SUD,44102,78,350.0,SITUATION NETTE AU 31/12/2020,0,SARL LES RESIDENCES COTE SUD,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,SARL COTE SUD HOTEL,56233,94,1806.0,SITUATION NETTE AU 31/12/2020,0,SARL COTE SUD HOTEL,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl l'escaillon,24719,10,100.0,SITUATION NETTE AU 31/12/2020,0,SARL L ESCAILLON,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl les iris,108284,20,100.0,situation nette au 31/12/2020,0,SARL LES IRIS,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl la madeleine,93546,20,100.0,situation nette au 31/12/2020,0,SARL LA MADELEINE,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl le vert clos,-202181,80,100.0,situation nette au 31/12/2020,0,SARL LE VERT CLOS,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,societe provencale de controle,51559,73,127284.0,situation nette au 31/12/2020,0,SOCIETE PROVENCALE DE CONTROLE,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl miramas,126632,99,100.0,situation nette au 31/12/2020,0,SARL MIRAMAS,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,SARL PEROTTINO IMMOBILIER auriol,18166,80,100.0,situation nette au 31/12/2020,0,SARL PEROTTINO IMMOBILIER AURIOL,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl invest'immo et cie,-22166,50,9000.0,situation nette au 31/12/2020,0,SARL INVEST IMMO ET CIE,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl sp2g,400655,30,100.0,situation nette au 31/12/2020,0,SARL SP2G,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl les bastides de cuges,60341,5,100.0,situation nette au 31/12/2020,0,SARL LES BASTIDES DE CUGES,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl bompertuis,12771,10,100.0,situation nette au 31/12/2020,0,SARL BOMPERTUIS,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl spide,-47,20,100.0,situation nette au 31/12/2020,0,SARL SPIDE,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,sarl les commerces de cuges,0,10,100.0,valeur nette au 31/12/2020,0,SARL LES COMMERCES DE CUGES,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,perottino finances,0,10,100.0,valeur nette au 31/12/2020,0,PEROTTINO FINANCES,,
f1c7be21-24a4-43d6-a2fe-d79c488e040b,SPII,-1,10,100.0,valeur au 31/12/2020,0,SPII,,
51f48ff4-07c9-495f-8400-65e63ad4190d,SNJH,0,11,385.0,"La valeur de l’action est de 0, car le capital de l’entreprise est de moins 5 millions d’euros. 
        [Données non publiées]
    ",0,SNJH,,
5bde9440-bdbe-4804-a699-f67e204e16f5,SARL CYCLES REBEROT,4000,53,200.0,,0,SARL CYCLES REBEROT,,
c085e1f0-7867-4498-b2be-8892b8cb8abb,alternatives économiques,10980,2,549.0,"j'ai perçu des remboursements de participation salariale en 2014, 2015, 2016, 2017 2014 : 1917 euros au titre de 2008 2015 : 1781 euros au titre de 2009 2016 : 982 euros au titre de 2010 2017 764 euros au titre de 2011","
        [Données non publiées]
     le nombre de mes parts n'évolue pas depuis septembre 2014, date de ma suspension de contrait de travail renouvelée en 2020. elles étaient constituées par des prélèvement salariaux mensuels de souscription au capital de la SCOP. ces parts ont une valeur nominale de 20 euros, sans plus value possible s'agissant d'une coopérative.",ALTERNATIVES ECONOMIQUES,,
ac27e529-0529-46f4-9c23-1302408e09bb,LOCABJ,2825,0,102000.0,,0,LOCABJ,,
ec7fb8b9-f729-4647-8bdc-6084e41b5f42,SARL Les Jardins de Lornay,5000,100,500.0,,0,SARL LES JARDINS DE LORNAY,,
7c474d04-7a21-4062-9713-328d28d7c178,scatahitiprovanille,70000,70,70.0,"
        [Données non publiées]
    ",0,SCATAHITIPROVANILLE,,
70c872f6-5228-4a30-b7e9-2bb37d5bf47a,SAS HJBA,17730,99,1773.0,"Aucune rémunération en tant que Président ni dividende en 2020. Société créée en 2019 
        [Données non publiées]
    ",0,SAS HJBA,,
a37d0fe4-e039-4666-b076-1fa175a46c08,S2JN Investissement,5000,25,500.0,"
        [Données non publiées]
    ",0,S2JN INVESTISSEMENT,,
d5361878-e358-464e-8151-ade81394aba4,AURHOM,7500,75,7500.0,Les rémunérations ne sont donc pas à cumuler avec la rubrique 2 sauf pour le dividende.,2019 : au titre de gerant 32930€ Dividende: 7500€ Les remunerations attachées à cette fonction ont été déclarées dans la rubrique 2.,AURHOM,,
6ae76ebd-5e51-4991-9e8f-9c65a2d58a4e,Fonds Euros SPIRICA,67332,100,1.0,Fonds Euros SPIRICA ayant progressé de 0.75% entre 2022 et 2023,NEANT,FONDS EUROS SPIRICA,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,GETLINK SE,518,,37.0,COMPTE TITRES ORDINAIRE,0 €,GETLINK,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,AEROPORT DE PARIS,636,,6.0,COMPTE PEA,0 €,AEROPORT DE PARIS,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,AIR LIQUIDE,3043,,24.0,COMPTE PEA,"68,40 €",AIR LIQUIDE,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,CBO TERROTORIA,1138,,318.0,COMPTE PEA,"68,08 €",CBO TERROTORIA,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,CHARGEURS,5400,,240.0,COMPTE PEA,"32,20 €",CHARGEURS,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,ENGIE,3743,,295.0,COMPTE PEA,0 €,ENGIE,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,FDJ P.PHYSIQUES ATTRIB 1/10,4185,,112.0,COMPTE PEA,"50,40 €",FDJ P PHYSIQUES ATTRIB 1 10,,
da40e6a9-9456-4ee5-a1a1-3b60874518ec,FDJ,1569,,42.0,COMPTE PEA,"18,90 €",FDJ,,
